Type,StartDate,EndDate,Value,Unit
Blood Glucose,2024-12-06T18:18:41Z,,80.0,mg/dL
Blood Glucose,2024-12-06T18:23:41Z,,84.0,mg/dL
Blood Glucose,2024-12-06T18:28:41Z,,82.0,mg/dL
Blood Glucose,2024-12-06T18:33:41Z,,82.0,mg/dL
Blood Glucose,2024-12-06T18:38:42Z,,84.0,mg/dL
Blood Glucose,2024-12-06T18:43:41Z,,84.0,mg/dL
Blood Glucose,2024-12-06T18:48:41Z,,80.0,mg/dL
Blood Glucose,2024-12-06T18:53:41Z,,81.0,mg/dL
Blood Glucose,2024-12-06T18:58:41Z,,82.0,mg/dL
Blood Glucose,2024-12-06T19:03:41Z,,78.0,mg/dL
Blood Glucose,2024-12-06T19:08:42Z,,75.0,mg/dL
Blood Glucose,2024-12-06T19:13:41Z,,80.0,mg/dL
Blood Glucose,2024-12-06T19:18:41Z,,81.0,mg/dL
Blood Glucose,2024-12-06T19:23:41Z,,79.0,mg/dL
Blood Glucose,2024-12-06T19:28:41Z,,74.0,mg/dL
Blood Glucose,2024-12-06T19:33:42Z,,77.0,mg/dL
Blood Glucose,2024-12-06T19:38:41Z,,83.0,mg/dL
Blood Glucose,2024-12-06T19:43:41Z,,86.0,mg/dL
Blood Glucose,2024-12-06T19:48:41Z,,82.0,mg/dL
Blood Glucose,2024-12-06T19:53:41Z,,80.0,mg/dL
Blood Glucose,2024-12-06T19:58:41Z,,88.0,mg/dL
Blood Glucose,2024-12-06T20:03:41Z,,92.0,mg/dL
Blood Glucose,2024-12-06T20:08:41Z,,93.0,mg/dL
Blood Glucose,2024-12-06T20:13:41Z,,81.0,mg/dL
Blood Glucose,2024-12-06T20:18:42Z,,88.0,mg/dL
Blood Glucose,2024-12-06T20:23:41Z,,91.0,mg/dL
Blood Glucose,2024-12-06T20:28:41Z,,79.0,mg/dL
Blood Glucose,2024-12-06T20:33:41Z,,93.0,mg/dL
Blood Glucose,2024-12-06T20:38:42Z,,91.0,mg/dL
Blood Glucose,2024-12-06T20:43:42Z,,82.0,mg/dL
Blood Glucose,2024-12-06T20:48:42Z,,84.0,mg/dL
Blood Glucose,2024-12-06T20:53:42Z,,99.0,mg/dL
Blood Glucose,2024-12-06T20:58:42Z,,101.0,mg/dL
Blood Glucose,2024-12-06T21:03:41Z,,99.0,mg/dL
Blood Glucose,2024-12-06T21:08:41Z,,100.0,mg/dL
Blood Glucose,2024-12-06T21:13:41Z,,106.0,mg/dL
Blood Glucose,2024-12-06T21:18:42Z,,96.0,mg/dL
Blood Glucose,2024-12-06T21:23:42Z,,87.0,mg/dL
Blood Glucose,2024-12-06T21:28:42Z,,100.0,mg/dL
Blood Glucose,2024-12-06T21:33:41Z,,113.0,mg/dL
Blood Glucose,2024-12-06T21:38:41Z,,110.0,mg/dL
Blood Glucose,2024-12-06T21:43:41Z,,113.0,mg/dL
Blood Glucose,2024-12-06T21:48:41Z,,111.0,mg/dL
Blood Glucose,2024-12-06T21:53:41Z,,106.0,mg/dL
Blood Glucose,2024-12-06T21:58:41Z,,104.0,mg/dL
Blood Glucose,2024-12-06T22:03:42Z,,106.0,mg/dL
Blood Glucose,2024-12-06T22:08:42Z,,107.0,mg/dL
Blood Glucose,2024-12-06T22:13:42Z,,108.0,mg/dL
Blood Glucose,2024-12-06T22:18:42Z,,106.0,mg/dL
Blood Glucose,2024-12-06T22:23:41Z,,111.0,mg/dL
Blood Glucose,2024-12-06T22:28:41Z,,115.0,mg/dL
Blood Glucose,2024-12-06T22:33:42Z,,116.0,mg/dL
Blood Glucose,2024-12-06T22:38:41Z,,116.0,mg/dL
Blood Glucose,2024-12-06T22:43:41Z,,114.0,mg/dL
Blood Glucose,2024-12-06T22:48:42Z,,109.0,mg/dL
Blood Glucose,2024-12-06T22:53:41Z,,110.0,mg/dL
Blood Glucose,2024-12-06T22:58:42Z,,105.0,mg/dL
Blood Glucose,2024-12-06T23:03:41Z,,108.0,mg/dL
Blood Glucose,2024-12-06T23:08:42Z,,105.0,mg/dL
Blood Glucose,2024-12-06T23:13:42Z,,105.0,mg/dL
Blood Glucose,2024-12-06T23:18:42Z,,103.0,mg/dL
Blood Glucose,2024-12-06T23:23:42Z,,100.0,mg/dL
Blood Glucose,2024-12-06T23:28:42Z,,97.0,mg/dL
Blood Glucose,2024-12-06T23:33:41Z,,97.0,mg/dL
Blood Glucose,2024-12-06T23:38:41Z,,99.0,mg/dL
Blood Glucose,2024-12-06T23:43:42Z,,102.0,mg/dL
Blood Glucose,2024-12-06T23:48:41Z,,103.0,mg/dL
Blood Glucose,2024-12-06T23:53:42Z,,100.0,mg/dL
Blood Glucose,2024-12-06T23:58:42Z,,103.0,mg/dL
Blood Glucose,2024-12-07T00:03:42Z,,103.0,mg/dL
Blood Glucose,2024-12-07T00:08:42Z,,103.0,mg/dL
Blood Glucose,2024-12-07T00:13:42Z,,102.0,mg/dL
Blood Glucose,2024-12-07T00:18:42Z,,97.0,mg/dL
Blood Glucose,2024-12-07T00:23:42Z,,98.0,mg/dL
Blood Glucose,2024-12-07T00:28:41Z,,102.0,mg/dL
Blood Glucose,2024-12-07T00:33:42Z,,105.0,mg/dL
